game_id,max_players,max_playtime,min_age,min_players,min_playtime,name,playing_time,year_published,category,compilation,designer,expansion,mechanic,publisher,average_rating,users_rated
95,6,30,8,2,30,Igel Ärgern,30,1990,"Animals,Children's Game,Dice,Racing",,"Doris Matthäus,Frank Nestel",,Roll / Spin and Move,"Doris & Frank,University Games",6.41002,960
96,2,60,10,2,60,Broadsides and Boarding Parties,60,1982,"Nautical,Pirates,Wargame",,"Larry Harris, Jr.",,"Action / Movement Programming,Dice Rolling,Hand Management,Point to Point Movement","Citadel Game Systems,Milton Bradley",6.13295,495
97,6,180,10,2,180,Conquest of the Empire,180,1984,"Ancient,Economic,Wargame",,"Larry Harris, Jr.",,"Area Movement,Dice Rolling",Milton Bradley,6.26548,906
98,5,180,12,2,180,Axis & Allies,180,1981,"Economic,Wargame,World War II",,"Larry Harris, Jr.","The Arab Israeli Wars,Axis & Allies Enhanced Realism Rules,Axis & Allies:  A & A Accessories,Central Powers, Axis & Allies Variant,Conquest of the Pacific,Dateline: World War II,East & West: Global War in 1948,Enemy on the Horizon: Axis & Allies Expansion,Honor and Infamy: Commanders (Axis and Allies Variant),Max's Advanced Rules for Axis & Allies,Middle East Combat,New World Order, Axis & Allies Variant,The War to End All Wars: WWI Axis & Allies Variant,The World at War,World War II Expansion 2,World War II Expansion 3: The Battle of Midway,World War II The Expansion","Area Movement,Dice Rolling,Partnerships","Jedko Games,Milton Bradley,Nova Game Designs,PewterCraft",6.53855,8747
99,4,180,12,2,180,Fortress America,180,1986,"Science Fiction,Wargame",,,"5th Column (fan expansion for Fortress America),Fortress America: Expansion Pack #1,Fortress Illinois","Area Movement,Dice Rolling",Milton Bradley,6.6939,2144
101,6,60,8,2,60,Detroit-Cleveland Grand Prix,60,1996,"Card Game,Racing",,Wolfgang Kramer,,Auction/Bidding,Mayfair Games,6.7734,1023
102,5,30,10,3,30,Klunker,30,1999,Card Game,,Uwe Rosenberg,,Set Collection,"Hans im Glück Verlags-GmbH,Lookout Games,Rio Grande Games",6.20877,800
103,6,240,12,2,30,Titan,240,1980,"Fantasy,Fighting",,"Jason B. McAllister,David A. Trampier",BattleLands of Titan,"Dice Rolling,Player Elimination,Roll / Spin and Move,Secret Unit Deployment,Set Collection","Avalon Hill,Gorgonstar Publications,Heidelberger Spieleverlag,Valley Games, Inc.",6.96153,3570
104,4,90,14,3,90,Extrablatt,90,1991,Territory Building,,Karl-Heinz Schmiel,,"Area Control / Area Influence,Set Collection,Simulation,Tile Placement",Moskito Spiele,7.04646,246
105,5,60,8,2,60,Colossal Arena,60,1997,"Card Game,Fantasy,Mythology",,Reiner Knizia,,"Betting/Wagering,Hand Management","Altar Games,Avalon Hill,Delta Vision Publishing,Edge Entertainment,Fantasy Flight Games,Hobby Japan,Korea Boardgames co., Ltd.,Lautapelit.fi,Midgaard Games,Nexus,Swan Panasia Co., Ltd.,Ubik",6.79949,6292
106,4,45,10,2,45,Mystery Rummy: Jack the Ripper,45,1998,"Card Game,Murder/Mystery",,Mike Fitzgerald,,"Hand Management,Set Collection,Voting","Eagle-Gryphon Games,Edge Entertainment,Kaissa Chess & Games,Pegasus Spiele,U.S. Games Systems, Inc.",6.97858,2895
108,2,20,8,2,20,TAMSK,20,1998,"Abstract Strategy,Real-time",,Kris Burm,,"Area Enclosure,Grid Movement","Don & Co.,Rio Grande Games,Schmidt Spiele",6.78007,1234
109,4,45,10,3,45,Wettstreit der Baumeister,45,1994,City Building,,Jean du Poël,,Auction/Bidding,"Historien Spiele Galerie (Historien Spielegalerie),KOSMOS,Tilsit",6.11431,359
110,6,60,8,2,60,Auf Achse,60,1987,"Economic,Transportation",,Wolfgang Kramer,,"Auction/Bidding,Pick-up and Deliver,Roll / Spin and Move","F.X. Schmid,Grow Jogos e Brinquedos,Ravensburger Spieleverlag GmbH,Rhenania Gruppe,Schmidt Spiele,Vini-Spil",6.26805,1293
111,5,90,12,3,45,Rheinländer,90,1999,"Abstract Strategy,Medieval,Territory Building",,Reiner Knizia,,"Area Control / Area Influence,Area Enclosure,Hand Management","Face2Face Games,Hasbro,Parker Brothers",6.61642,1396
112,6,45,14,2,45,Condottiere,45,1995,"Bluffing,Card Game,Medieval,Negotiation",,"Dominique Ehrhard,Duccio Vitale",,"Area Control / Area Influence,Auction/Bidding,Hand Management","Arclight,Descartes Editeur,Edge Entertainment,Eurogames,Fantasy Flight Games,Galakta,Giochi Uniti,Heidelberger Spieleverlag,Hobby World,Lautapelit.fi,Nexus,Ubik",6.73922,6301
113,6,60,10,4,60,Mit List und Tücke,60,1999,Card Game,,Klaus Palesch,,Trick-taking,Berliner Spielkarten,6.61422,204
114,6,45,12,2,45,Ransom,45,1994,"Abstract Strategy,Bluffing,City Building,Economic,Negotiation",,"Lewis Michael,Philip O'Neill",,"Auction/Bidding,Co-operative Play,Commodity Speculation,Memory,Partnerships,Trading",(Self-Published),6.42,70
115,6,60,12,3,60,I'm the Boss!,60,1994,Negotiation,,Sid Sackson,,"Dice Rolling,Hand Management,Roll / Spin and Move,Set Collection,Take That","Eagle-Gryphon Games,Edge Entertainment,Face2Face Games,Kaissa Chess & Games,Korea Boardgames co., Ltd.,New Games Order, LLC,Schmidt Spiele,Stratelibri,Swan Panasia Co., Ltd.",6.82562,3062
116,5,30,12,2,30,Guillotine,30,1998,"Card Game,Humor",,Paul Peterson,,Hand Management,"AMIGO Spiel + Freizeit GmbH,Darwin Project,Halloween Concept,Hasbro,Play Factory,PS-Games,Wizards of the Coast",6.53873,15334
117,4,45,10,2,30,Ta Yü,45,1999,Abstract Strategy,,Niek Neuwahl,,"Partnerships,Pattern Building,Route/Network Building,Tile Placement","Crown & Andrews Ltd.,Goliath B.V.,KOSMOS,Rio Grande Games",6.99002,1263
118,5,45,10,3,45,Modern Art,45,1992,"Card Game,Economic",,Reiner Knizia,,"Auction/Bidding,Commodity Speculation,Hand Management","CMON Limited,Drosselmeyer & Co. Ltd.,GeGe Co Ltd,Hans im Glück Verlags-GmbH,Kaissa Chess & Games,Lautapelit.fi,Matagot,Mayfair Games,New Games Order, LLC,Odysseia Jogos,Oink Games,Pegasus Spiele,REBEL.pl,Wargames Club Publishing",7.30341,11439
119,4,45,9,2,45,Kingdoms,45,1994,"Abstract Strategy,Fantasy,Medieval",,Reiner Knizia,Kingdoms: The Wizard,Tile Placement,"ADC Blackfire Entertainment,Arclight,Bergsala Enigma,cutia.ro,Delta Vision Publishing,Edge Entertainment,Fantasmagoria,Fantasy Flight Games,Hans im Glück Verlags-GmbH,Menart,Midgaard Games,MINDOK,Swan Panasia Co., Ltd.",6.6327,3995
120,6,45,12,2,45,Hoity Toity,45,1990,Bluffing,,Klaus Teuber,,"Rock-Paper-Scissors,Set Collection,Simultaneous Action Selection","alea,Ravensburger Spieleverlag GmbH,Avalon Hill,F.X. Schmid,G&RRR,Gibsons Games,Jumbo,MIKA,Überplay,Vini-Spil",6.54518,4410
121,6,180,12,2,60,Dune,180,1979,"Bluffing,Fighting,Negotiation,Novel-based,Political,Science Fiction",,"Bill Eberle,Jack Kittredge,Peter Olotka","Dune Variant Cards,Dune: Spice Harvest,Dune: The Duel","Area Control / Area Influence,Area Movement,Auction/Bidding,Hand Management,Partnerships,Variable Player Powers","Avalon Hill,Descartes Editeur,Hobby Japan",7.61137,4563
122,5,45,12,3,45,Quo Vadis?,45,1992,"Ancient,Negotiation,Political",,Reiner Knizia,,"Point to Point Movement,Trading,Voting","AMIGO Spiel + Freizeit GmbH,Hans im Glück Verlags-GmbH,Mayfair Games",6.44426,1913
124,4,90,12,3,90,Primordial Soup,90,1997,Prehistoric,,"Doris Matthäus,Frank Nestel",Primordial Soup: Freshly Spiced,"Dice Rolling,Grid Movement,Player Elimination,Variable Phase Order,Variable Player Powers","Doris & Frank,Z-Man Games",6.98124,4240
125,5,30,10,3,30,Money!,30,1999,Card Game,,Reiner Knizia,,"Auction/Bidding,Set Collection,Simultaneous Action Selection","Eagle-Gryphon Games,Egmont Polska,Goldsieber Spiele,Rio Grande Games,Wargames Club Publishing",6.56467,2396
126,6,90,12,2,90,The Really Nasty Horse Racing Game,90,1987,"Animals,Racing",,Simon Knock,,Betting/Wagering,"Rascals Products Limited,University Games,Upstarts,Winning Moves UK Ltd.",6.32087,654
127,6,120,10,1,120,Princess Ryan's Star Marines,120,1997,"Deduction,Science Fiction",,Mark McLaughlin,,"Co-operative Play,Simultaneous Action Selection,Variable Player Powers",Avalon Hill,5.31929,197
128,8,20,10,1,20,Take it Easy!,20,1983,"Abstract Strategy,Puzzle",,Peter Burley,,Tile Placement,"Arclight,Burley Games,Cappelen,Cranio Creations,DiceTree Games,Eagle-Gryphon Games,F.X. Schmid,förlAgo AB,Play Smart,Ravensburger Spieleverlag GmbH,Spear's Games,Swan Panasia Co., Ltd.,White Goblin Games",6.59535,2046
130,6,240,12,2,240,Iron Dragon,240,1994,"Fantasy,Trains,Transportation",,"Darwin Bromley,Tom Wham",Iron Dragon Extensions,"Crayon Rail System,Pick-up and Deliver",Mayfair Games,6.95603,1372
132,2,60,10,2,60,Caesar & Cleopatra,60,1997,"Ancient,Bluffing,Card Game",,Wolfgang Lüdtke,,"Area Control / Area Influence,Hand Management,Set Collection","999 Games,Filosofia Éditions,Kaissa Chess & Games,KOSMOS,Laser plus,Rio Grande Games,Tilsit",6.4504,3837
133,6,120,18,2,120,Frischfleisch,120,1999,"Exploration,Horror",,Friedemann Friese,,Modular Board,2F-Spiele,6.12852,142
134,5,45,12,3,45,Cape Horn,45,1999,"Nautical,Racing",,Thorsten Gimmler,,Tile Placement,"KOSMOS,Rio Grande Games,Tilsit",6.003,516
135,4,60,12,2,60,Kontor,60,1999,"City Building,Nautical,Renaissance",,Michael Schacht,"Kontor: 3 & 4 player expansion,Kontor: Das Exportlager,Kontor: Die Aktionstafeln,Kontor: Die Ereigniskarten","Area Control / Area Influence,Commodity Speculation,Tile Placement","999 Games,Goldsieber Spiele,Tilsit",5.97458,688
136,6,30,8,3,30,Robin Hood,30,1999,Card Game,,Klaus Palesch,,,AMIGO Spiel + Freizeit GmbH,5.49324,74
137,10,20,12,2,20,Pass the Bomb,20,1994,"Electronic,Party Game,Real-time,Word Game",,"Sylvie Barc,Roger Heyworth,Los Rodriguez",,Dice Rolling,"AS Company,Asmodee,danspil,Gibsons Games,Goliath B.V.,Jumbo,Piatnik,Pressman Toy Corp.,Ravensburger Spieleverlag GmbH,Venice Connection,Week End Games",5.90016,935
139,12,45,10,3,45,Hoax,45,1981,"Bluffing,Deduction",,"Bill Eberle,Edward Horn, Jr.,Jack Kittredge,Peter Olotka",,Voting,"Eon,Hexagames (I)",6.03409,198
141,5,60,10,3,60,Andromeda,60,1999,"Science Fiction,Space Exploration,Territory Building",,Alan R. Moon,,"Area Control / Area Influence,Set Collection,Trading","999 Games,ABACUSSPIELE,Grünspan-Spiele,Rio Grande Games",6.41569,1189
142,5,90,12,3,90,Vino,90,1999,Economic,,Christwart Conrad,,"Area Control / Area Influence,Commodity Speculation,Simultaneous Action Selection","Goldsieber Spiele,Rio Grande Games",6.47906,639
144,6,90,10,3,90,Elfenwizards,90,1995,Negotiation,,Alan R. Moon,,Dice Rolling,White Wind,6.175,104
145,5,90,16,2,90,Metropolis,90,1984,"City Building,Negotiation",,Sid Sackson,,,"Otto Maier Verlag,Ravensburger Spieleverlag GmbH",6.44617,324
146,4,45,10,2,45,Buy Low Sell High,45,1996,Economic,,Reiner Knizia,,Commodity Speculation,"Editrice Giochi,Überplay,Wargames Club Publishing",6.1628,825
147,4,90,13,2,90,Crude: The Oil Game,90,1974,"Economic,Industry / Manufacturing",,James J. St. Laurent,,"Commodity Speculation,Dice Rolling,Tile Placement","Hexagames (I),Pegasus Spiele,St. Laurent Games,Stronghold Games",6.77777,930
148,6,60,8,3,60,Die Glücksritter,60,1999,"Bluffing,Medieval",,Klaus Kreowski,,"Rock-Paper-Scissors,Simultaneous Action Selection",Schmidt Spiele,5.7768,125
150,8,30,6,2,30,PitchCar,30,1995,"Action / Dexterity,Children's Game,Party Game,Racing,Sports",,Jean du Poël,"PitchCar Extension,PitchCar Extension 2,PitchCar Extension 5: The Cross,PitchCar Extension 6,PitchCar Special Long Straights,PitchCar: Stunt Race",Modular Board,"Ferti,Goldsieber Spiele,Historien Spiele Galerie (Historien Spielegalerie),Lautapelit.fi,Vision",7.24935,7562
151,4,15,8,2,15,Piratenbillard,15,1959,"Action / Dexterity,Pirates",,Reinhold Wittig,,,ABACUSSPIELE,6.56711,336
152,8,60,11,2,60,Mu & more,60,1995,"Card Game,Game System",,"Doris Matthäus,Frank Nestel",,"Partnerships,Trick-taking","AMIGO Spiel + Freizeit GmbH,Doris & Frank,Rio Grande Games",7.18178,1711
153,6,60,10,2,60,Take 5!,60,1998,Card Game,,Wolfgang Kramer,,"Hand Management,Set Collection","999 Games,AMIGO Spiel + Freizeit GmbH",6.42598,1414
154,2,360,12,2,360,Union vs. Central,360,1999,"Adventure,American West,Card Game,Economic,Trains,Transportation",,Dieter Danziger,,"Hand Management,Pick-up and Deliver",Winsome Games,6.66914,81
155,4,60,12,3,60,Was sticht?,60,1993,"Card Game,Deduction",Mü & Lots More,Karl-Heinz Schmiel,,"Card Drafting,Trick-taking","Moskito Spiele,New Games Order, LLC",6.96495,573
156,6,60,10,2,60,Wildlife Adventure,60,1985,"Animals,Exploration,Transportation",,"Wolfgang Kramer,Ursula Kramer",,"Point to Point Movement,Route/Network Building","Otto Maier Verlag,Ravensburger Spieleverlag GmbH",6.89775,517
157,6,240,10,2,180,Eurorails,240,1990,"Economic,Trains,Transportation",,"Darwin Bromley,Steven Courtemanche,Larry Roznai",Transatlantic Rails,"Crayon Rail System,Pick-up and Deliver,Route/Network Building",Mayfair Games,7.05898,1561
162,2,90,12,2,90,The Awful Green Things From Outer Space,90,1979,"Science Fiction,Wargame",,Tom Wham,"The Awful Green Things From Outer Space: The Obnoxious Orange Things From Another Place,Outside the Znutar","Area Movement,Dice Rolling","Grow Jogos e Brinquedos,Steve Jackson Games,TSR",6.49136,2263
163,6,60,12,2,60,Balderdash,60,1984,"Bluffing,Party Game,Word Game",,"Laura Robinson,Paul Toyne",,"Paper-and-Pencil,Voting","Barnes & Noble,Canada Games,Casper,Drumond Park Ltd.,The Game Works, Inc.,The Games Gang, LTD,Hasbro,Mattel,Milton Bradley,Parker Brothers,Popular de Juguetes,Schmidt Spiele,Tactic,Target Games,TSR,Vaka-Helgafell,Ventura Games,Western Publishing Company,Weston Group",6.39247,3947
164,6,30,12,3,30,"Before I Kill You, Mister Spy...",30,1996,"Card Game,Spies/Secret Agents",,James Ernest,,,Cheapass Games,5.40672,1116
165,2,20,10,1,20,Black Box,20,1977,"Abstract Strategy,Deduction,Puzzle",,Eric Solomon,Black Box Game Book,"Line Drawing,Pattern Recognition,Secret Unit Deployment","Alga,Capiépa - Jeux Éducatifs,Clipper,franjos Spieleverlag,Parker Brothers,Waddington's Games, Inc.",6.35521,737
166,6,120,0,2,120,Black Death,120,1993,"Educational,Medical",,Greg Porter,,"Action Point Allowance System,Dice Rolling,Point to Point Movement,Simulation,Variable Player Powers","BTRC (Blacksburg Tactical Research Center),Devir,Sphinx Spieleverlag",5.70588,119
167,6,120,12,2,120,Dicke Kartoffeln,120,1989,"Economic,Farming",,"Doris Matthäus,Frank Nestel",,Commodity Speculation,ABACUSSPIELE,6.22465,142
168,6,180,12,2,180,Empire Builder,180,1982,"Economic,Trains,Transportation",,"Darwin Bromley,Bill Fawcett","Mexican Rails,South American Rails,Super Sadistic Advanced Empire Builder,Transatlantic Rails","Action / Movement Programming,Area Enclosure,Crayon Rail System,Pick-up and Deliver,Route/Network Building",Mayfair Games,6.91675,2482
169,2,30,8,2,30,En Garde,30,1993,"Card Game,Sports",,Reiner Knizia,,"Hand Management,Point to Point Movement","ABACUSSPIELE,Eagle-Gryphon Games,Ferti,New Games Order, LLC",6.50667,1386
170,6,30,8,2,30,Family Business,30,1982,"Card Game,Mafia",,David B. Bromley,"Family Business: Blood Brothers and The Moll Expansions,Mayfair Games Limited Edition Promo Expansion Set #3","Hand Management,Player Elimination,Take That","ADC Blackfire Entertainment,Asmodee,Cutting Edge Publishing & Design House GmbH,Mayfair Games,Spielfreaks, Ltd.,Stratelibri,Truant Spiele",6.1159,3409
172,6,20,8,3,20,For Sale,20,1997,"Card Game,Economic",,Stefan Dorra,For Sale: Hebrew Promo Cards,"Auction/Bidding,Hand Management","Albi,Brain Games,Compaya.hu - Gamer Café Kft.,Competo / Marektoy,Eagle-Gryphon Games,F.X. Schmid,Gabinete Lúdico,Heidelberger Spieleverlag,IELLO,Jolly Thinkers,Kaissa Chess & Games,Meeple Virus,NeoTroy Games,New Games Order, LLC,Portal Games,Ravensburger Spieleverlag GmbH,Überplay,uplay.it edizioni,Wargames Club Publishing,Взрослые дети,Нескучные игры,פרש משחקים - Game Knight",7.22213,15544
173,10,120,10,2,120,Formula Dé,120,1991,"Racing,Sports",,"Laurent Lavaur,Eric Randall","Formula Dé Circuit 33: 10th Anniversary,Formula Dé Circuits 1 & 2: Monaco & Zandvoort 1,Formula Dé Circuits 11 & 12: Watkins Glen & Silverstone,Formula Dé Circuits 13 & 14: Montreal & Long Beach,Formula Dé Circuits 15 & 16: Hockenheim & Zeltweg,Formula Dé Circuits 17 & 18: Buenos-Aires & Barcelona,Formula Dé Circuits 19 & 20: Suzuka & Melbourne,Formula Dé Circuits 21 & 22: Budapest & Nürburgring,Formula Dé Circuits 23 - 26: USA Track Pack #1,Formula Dé Circuits 27 - 30: USA Track Pack #2,Formula Dé Circuits 3 & 4: Zandvoort 2 & SPA-Francorchamps,Formula Dé Circuits 31 & 32: Zhuhai & Sepang,Formula Dé Circuits 34 & 35: Bahrain & Shanghai,Formula Dé Circuits 5 & 6: Kyalami & Ferrari Autodromo,Formula Dé Circuits 7 & 8: Magny-Cours & Monza,Formula Dé Circuits 9 & 10: Estoril & Interlagos,Formula De: Gran Premio d'Italia – Perugia – Circuito Cittadino,Formula Dé: ITALY SERIES – Agrigento Valle dei Templi,Formula Dé: ITALY SERIES – Bologna Centro,Formula Dé: ITALY SERIES – Bologna Stadio Dall'Ara,Formula Dé: ITALY SERIES – Commemorative Track,Formula Dé: ITALY SERIES – Firenze Lungo Arno,Formula Dé: ITALY SERIES – Milano Castello Sforzesco,Formula Dé: ITALY SERIES – Misano, Santa Monica,Formula Dé: ITALY SERIES – Palermo Marina,Formula Dé: ITALY SERIES – Roma Colosseo,Formula Dé: ITALY SERIES – Roma Isola Tiberina,Formula Dé: ITALY SERIES – Torino Centro,Formula Dé: ITALY SERIES – Trieste Porto,Formula Dé: Laguna Seca,Formula Dé: Lime Rock Park,Formule Dé Circuit  № 10: GRANDE PREMIO DE BRASIL – Circuito do Interlagos,Formule Dé Circuit  № 9: GRAND PRIX DU CANADA – Circuit Gilles Villeneuve,Formule Dé Circuit № 11: JAPAN GRAND PRIX – Suzuka Circuit,Formule Dé Circuit № 12: SOUTH of AFRICA GRAND PRIX – Kyalami Circuit,Formule Dé Circuit № 13: SAN MARINO – Autodromo Enzo & Dino Ferrari,Formule Dé Circuit № 1: Grand Prix de MONACO,Formule Dé Circuit № 2: FRANCE – Circuit de Nevers Magny-Cours,Formule Dé Circuit № 3: GRAN PREMO D'ITALIA – Autodromo Nazionale Monza,Formule Dé Circuit № 4: GROSSER PREIS VON DEUTSCHLAND – Hockenheim Ring,Formule Dé Circuit № 5: GRAND PRIX DE BELGIQUE – Circuit de Spa – Francorchamps,Formule Dé Circuit № 6: GRANDE PREMIO DE PORTUGAL – Circuito do Estoril,Formule Dé Circuit № 7: BRITISH GRAND PRIX – Silverstone Circuit,Formule Dé Circuit № 8: GRAN PREMIO DE ESPAÑA – Circuit de Catalunya,Formule Dé: World Championship","Grid Movement,Partnerships,Player Elimination,Press Your Luck,Roll / Spin and Move,Simulation","999 Games,Asmodee,Descartes Editeur,Eurogames,Fantasy Shop,Ludodélire,Top Licence Games",6.99229,7085
174,5,45,10,3,45,T-Rex,45,1999,Card Game,,"Hanno Kuhn,Wilfried Kuhn",,"Hand Management,Set Collection,Trick-taking","Hans im Glück Verlags-GmbH,Rio Grande Games",5.52782,248
175,5,20,8,2,20,Raj,20,1988,"Animals,Bluffing,Card Game",,Alex Randolph,,Simultaneous Action Selection,"AMIGO Spiel + Freizeit GmbH,Asmodee,Corfix,Dal Negro,F.X. Schmid,Gigamic,Möbius Games,Morapiaf,Ravensburger Spieleverlag GmbH,Waddington's Games, Inc.,Winning Moves Games (USA)",6.46531,1470
176,8,30,10,3,30,Give Me the Brain!,30,1996,"Card Game,Zombies",,James Ernest,,"Action Point Allowance System,Auction/Bidding,Hand Management","Cheapass Games,James Ernest Games,Steve Jackson Games,Truant Spiele",5.85431,1919
178,2,15,8,2,15,Mole Hill,15,1997,Abstract Strategy,,Reiner Knizia,,"Area Enclosure,Variable Player Powers","Användbart Litet Företag,Blatz,nestorgames",5.94555,191
180,5,30,10,2,30,Pool Position,30,1999,"Abstract Strategy,Card Game",,Thorsten Gimmler,,"Simultaneous Action Selection,Tile Placement",F.X. Schmid,5.78083,120
